timestamp;ratio_now;ratio_m1;ratio_m2;ratio_m3;ratio_m4;basket_mid;comps_mid;choco_mid;straw_mid;roses_mid
27800;1.00555;1.00553;1.00559;1.00545;1.00545;70543;70153;7885.5;4037.5;14386
27900;1.00564;1.00558;1.00555;1.00561;1.00547;70544.5;70148.5;7884.5;4037.5;14385.5
28000;1.00577;1.0059;1.00583;1.00581;1.00587;70562.5;70157.5;7886.5;4037.5;14386.5
28100;1.00565;1.00563;1.00575;1.00569;1.00567;70552.5;70155.5;7886;4037.5;14386.5
28200;1.00579;1.00584;1.00581;1.00594;1.00588;70565.5;70159;7886.5;4037;14391
28300;1.00575;1.00566;1.00571;1.00568;1.00581;70556.5;70152.5;7885.5;4036.5;14391.5
28400;1.0058;1.00599;1.0059;1.00595;1.00592;70573;70166;7888;4037;14392
28500;1.00575;1.00565;1.00584;1.00575;1.0058;70562.5;70158.5;7886.5;4036.5;14393.5
28600;1.00579;1.00582;1.00572;1.00591;1.00582;70567.5;70161;7886.5;4036.5;14396
28700;1.00589;1.00586;1.0059;1.00579;1.00598;70572.5;70159;7885.5;4036.5;14398
28800;1.00588;1.00587;1.00585;1.00588;1.00577;70571.5;70158.5;7885.5;4036.5;14397.5
28900;1.0058;1.00578;1.00577;1.00575;1.00578;70564.5;70157;7885;4036.5;14398
29000;1.00588;1.00582;1.0058;1.00579;1.00576;70565.5;70152.5;7885;4035.5;14399.5
29100;1.0059;1.00588;1.00582;1.0058;1.00579;70565.5;70151.5;7884.5;4035.5;14400.5
29200;1.0059;1.00583;1.00582;1.00575;1.00573;70561;70146.5;7883.5;4035.5;14399.5
29300;1.00595;1.00593;1.00586;1.00585;1.00578;70563;70145.5;7883.5;4035.5;14398.5
29400;1.006;1.00606;1.00605;1.00597;1.00596;70571;70149.5;7885.5;4035;14397.5
29500;1.00591;1.00593;1.00598;1.00597;1.0059;70565.5;70150.5;7885.5;4035;14398.5
29600;1.00593;1.00602;1.00603;1.00609;1.00608;70573;70156.5;7886.5;4035.5;14397.5
29700;1.00608;1.00607;1.00615;1.00617;1.00622;70582.5;70155.5;7887;4035.5;14394.5
29800;1.00597;1.00595;1.00594;1.00602;1.00604;70573.5;70154;7887.5;4035;14394
29900;1.00603;1.00595;1.00592;1.00591;1.006;70571.5;70148.5;7886.5;4035;14392.5
30000;1.00611;1.00617;1.00609;1.00607;1.00605;70581.5;70152.5;7887;4035;14394.5
30100;1.00631;1.00637;1.00642;1.00635;1.00632;70599.5;70156.5;7888.5;4035;14392.5
30200;1.0063;1.00644;1.0065;1.00656;1.00648;70609;70166.5;7890.5;4035.5;14391.5
30300;1.00637;1.00638;1.00652;1.00658;1.00664;70614.5;70167.5;7889.5;4035.5;14396.5
30400;1.00645;1.00658;1.00659;1.00674;1.00679;70629.5;70176.5;7891.5;4035.5;14397.5
30500;1.00641;1.00629;1.00642;1.00644;1.00658;70618.5;70168.5;7891.5;4034.5;14395.5
30600;1.00639;1.00637;1.00625;1.00638;1.00639;70615.5;70166.5;7891;4034;14398.5
30700;1.00632;1.00627;1.00624;1.00613;1.00626;70607;70163.5;7890.5;4034;14397.5
30800;1.00639;1.00632;1.00628;1.00625;1.00614;70607.5;70158.5;7890.5;4033.5;14395.5
30900;1.00632;1.00631;1.00624;1.00619;1.00617;70601.5;70158;7890;4033.5;14397
31000;1.00648;1.00633;1.00632;1.00625;1.00621;70602.5;70147.5;7889;4033;14393.5
31100;1.0065;1.00658;1.00643;1.00642;1.00635;70609.5;70153.5;7890.5;4033;14393.5
31200;1.00639;1.00644;1.00652;1.00637;1.00637;70605.5;70156.5;7891;4033;14394.5
31300;1.00638;1.00638;1.00642;1.00651;1.00636;70604.5;70156.5;7890.5;4033;14396.5
31400;1.00638;1.00635;1.00635;1.0064;1.00648;70602.5;70154.5;7891;4032.5;14395.5
31500;1.00623;1.00621;1.00618;1.00618;1.00622;70590.5;70153;7891;4032.5;14394
31600;1.0062;1.00611;1.00609;1.00606;1.00606;70582;70146.5;7889.5;4032.5;14393.5
31700;1.00627;1.0064;1.0063;1.00628;1.00625;70595.5;70155.5;7891;4032.5;14396.5
31800;1.00614;1.00602;1.00615;1.00606;1.00604;70578.5;70147.5;7890;4032.5;14392.5
31900;1.00617;1.00611;1.006;1.00613;1.00603;70576.5;70143.5;7888.5;4032.5;14394.5
32000;1.00615;1.00615;1.0061;1.00598;1.00611;70575.5;70144;7888.5;4032.5;14395
32100;1.00602;1.00632;1.00632;1.00627;1.00615;70587.5;70164.5;7892;4033;14398.5
32200;1.00607;1.00605;1.00635;1.00635;1.0063;70589.5;70163.5;7892.5;4033;14395.5
32300;1.00598;1.00598;1.00597;1.00626;1.00627;70583.5;70163.5;7892.5;4032.5;14398.5
32400;1.00584;1.00577;1.00577;1.00575;1.00605;70568.5;70158.5;7892.5;4032;14396.5
32500;1.00582;1.00584;1.00577;1.00577;1.00575;70568.5;70159.5;7892.5;4032;14397.5
32600;1.00592;1.00595;1.00597;1.0059;1.0059;70577.5;70161.5;7892.5;4032.5;14396.5
32700;1.00597;1.00588;1.00591;1.00592;1.00585;70574.5;70155;7892.5;4032.5;14390
32800;1.00592;1.006;1.00591;1.00594;1.00595;70576.5;70160.5;7894;4032.5;14389.5
32900;1.0059;1.006;1.00607;1.00598;1.00601;70581.5;70167.5;7895.5;4032.5;14390.5
33000;1.00587;1.00585;1.00595;1.00603;1.00594;70578.5;70166;7894.5;4032.5;14393
33100;1.00588;1.0059;1.00588;1.00598;1.00606;70580.5;70167.5;7894.5;4033;14391.5
33200;1.00601;1.00601;1.00603;1.00601;1.00611;70589.5;70167.5;7894.5;4033.5;14388.5
33300;1.00602;1.0059;1.0059;1.00592;1.0059;70582;70159.5;7893.5;4032.5;14390.5
33400;1.00602;1.00597;1.00585;1.00585;1.00587;70578.5;70155.5;7892;4033;14389.5
33500;1.0061;1.0062;1.00614;1.00602;1.00602;70590.5;70162;7893;4033;14392
33600;1.00617;1.00616;1.00625;1.0062;1.00608;70594.5;70161.5;7892;4033;14395.5
33700;1.00607;1.0061;1.00609;1.00618;1.00612;70589.5;70163;7892.5;4033;14395
33800;1.00608;1.00606;1.00608;1.00607;1.00617;70588.5;70161.5;7893;4032.5;14394.5
33900;1.0061;1.00604;1.00602;1.00604;1.00603;70585.5;70157.5;7892.5;4032.5;14392.5
34000;1.00615;1.00601;1.00595;1.00593;1.00595;70579.5;70147.5;7892;4032;14387.5
34100;1.00607;1.00608;1.00594;1.00588;1.00586;70574.5;70148.5;7891.5;4032.5;14387.5
34200;1.00595;1.00594;1.00595;1.00581;1.00575;70565.5;70147.5;7891.5;4032;14389.5
34300;1.0061;1.00615;1.00614;1.00615;1.00601;70579.5;70151.5;7891;4032.5;14392.5
34400;1.0062;1.00625;1.00631;1.0063;1.00631;70590.5;70155;7892;4032.5;14392
34500;1.00617;1.0064;1.00645;1.00651;1.0065;70604.5;70171;7894;4033;14397
34600;1.00614;1.00603;1.00626;1.00631;1.00637;70594.5;70163.5;7892.5;4033;14395.5
34700;1.00619;1.00619;1.00609;1.00632;1.00637;70598.5;70163.5;7891;4034;14395.5
34800;1.00627;1.00618;1.00618;1.00607;1.0063;70597.5;70157;7890.5;4033.5;14394
34900;1.00636;1.00623;1.00614;1.00614;1.00603;70594.5;70148;7888.5;4033.5;14393
35000;1.00627;1.0062;1.00607;1.00598;1.00598;70583.5;70143.5;7887.5;4033.5;14392.5
35100;1.00634;1.00628;1.00622;1.00609;1.006;70584.5;70139.5;7887;4033.5;14390.5
35200;1.0064;1.00635;1.0063;1.00623;1.0061;70585.5;70136.5;7886.5;4033.5;14389.5
35300;1.0065;1.00664;1.0066;1.00654;1.00647;70602.5;70146.5;7888;4034;14390.5
35400;1.00635;1.00642;1.00657;1.00652;1.00647;70597.5;70151.5;7888.5;4034.5;14390.5
35500;1.00644;1.00643;1.0065;1.00665;1.0066;70603;70151;7889;4034.5;14388
35600;1.00625;1.00619;1.00618;1.00625;1.0064;70585.5;70146.5;7887.5;4034.5;14389.5
35700;1.00616;1.00611;1.00605;1.00604;1.00611;70575.5;70143;7888;4034;14387
35800;1.0061;1.00623;1.00618;1.00612;1.00611;70580.5;70152.5;7888.5;4035;14388.5
35900;1.00615;1.00617;1.0063;1.00625;1.00619;70585.5;70153.5;7889.5;4034.5;14388.5
36000;1.00601;1.00598;1.006;1.00613;1.00608;70573.5;70151.5;7889.5;4035;14383.5
36100;1.00613;1.00612;1.0061;1.00611;1.00625;70581.5;70151;7890;4035;14381
36200;1.0063;1.00637;1.00637;1.00634;1.00635;70598.5;70156.5;7891.5;4034.5;14383.5
36300;1.00618;1.00615;1.00623;1.00622;1.0062;70588.5;70154.5;7891.5;4034.5;14381.5
36400;1.00634;1.0064;1.00637;1.00645;1.00644;70603.5;70158;7892;4035;14380
36500;1.00649;1.00634;1.0064;1.00637;1.00645;70603.5;70148;7890.5;4034.5;14379
36600;1.00644;1.00649;1.00634;1.0064;1.00637;70603.5;70151.5;7890.5;4035;14379.5
36700;1.00627;1.0063;1.00635;1.0062;1.00625;70593.5;70153.5;7890;4035.5;14380.5
36800;1.00627;1.00624;1.00627;1.00632;1.00617;70591.5;70151;7889.5;4035.5;14380
36900;1.00608;1.0062;1.00617;1.0062;1.00625;70586.5;70159.5;7890.5;4035.5;14384.5
37000;1.006;1.00587;1.00599;1.00595;1.00598;70571.5;70150;7888.5;4035.5;14383
37100;1.00588;1.00589;1.00575;1.00588;1.00584;70563.5;70151;7889;4035.5;14382
37200;1.00598;1.006;1.00602;1.00588;1.006;70572.5;70152.5;7889.5;4035.5;14381.5
37300;1.00612;1.00613;1.00615;1.00617;1.00603;70583;70153;7889.5;4035.5;14382
37400;1.00619;1.00637;1.00638;1.0064;1.00642;70600.5;70165.5;7891;4036;14385.5
37500;1.00615;1.00612;1.0063;1.00631;1.00633;70595.5;70163.5;7889;4036;14391.5
37600;1.00614;1.00618;1.00615;1.00633;1.00634;70597.5;70166;7889;4036.5;14391
37700;1.00611;1.00604;1.00608;1.00605;1.00623;70590.5;70161.5;7888;4036.5;14390.5
37800;1.00624;1.00626;1.00619;1.00623;1.0062;70601;70162.5;7888.5;4036;14392.5
37900;1.00626;1.00619;1.00621;1.00614;1.00618;70597.5;70158;7887.5;4036;14392
38000;1.00621;1.00629;1.00622;1.00624;1.00617;70599.5;70163.5;7889;4035.5;14394.5
38100;1.00622;1.00611;1.00619;1.00612;1.00614;70592.5;70155.5;7888.5;4035;14391.5
38200;1.00621;1.00622;1.00611;1.00619;1.00612;70592.5;70156.5;7887.5;4035.5;14393.5
38300;1.0062;1.00615;1.00617;1.00605;1.00613;70588.5;70153;7888;4035.5;14388
38400;1.00617;1.00619;1.00614;1.00615;1.00604;70587.5;70154.5;7888;4035.5;14389.5
38500;1.00628;1.00631;1.00633;1.00628;1.0063;70597.5;70156.5;7888;4035.5;14391.5
38600;1.00609;1.00624;1.00627;1.00629;1.00624;70594.5;70166.5;7887.5;4036.5;14397.5
38700;1.00609;1.00611;1.00625;1.00628;1.0063;70595.5;70167.5;7887.5;4037;14395.5
38800;1.00609;1.00612;1.00614;1.00628;1.00631;70597.5;70169.5;7887.5;4037;14397.5
38900;1.00614;1.00624;1.00627;1.00628;1.00642;70607.5;70176;7889.5;4036.5;14399
39000;1.00602;1.00593;1.00602;1.00605;1.00607;70592.5;70169.5;7888.5;4036.5;14396.5
39100;1.00608;1.00614;1.00604;1.00614;1.00617;70600.5;70173.5;7890;4036;14397.5
39200;1.00606;1.00599;1.00605;1.00596;1.00605;70594.5;70169;7889.5;4036;14395
39300;1.00602;1.00603;1.00597;1.00602;1.00593;70592.5;70170;7890.5;4036;14392
39400;1.00597;1.00586;1.00587;1.00581;1.00587;70581.5;70162.5;7889.5;4036;14388.5
39500;1.00587;1.00581;1.0057;1.00572;1.00565;70570.5;70158.5;7888;4036.5;14387.5
39600;1.00586;1.00575;1.0057;1.00559;1.0056;70562.5;70151;7887.5;4036;14385
39700;1.00578;1.00586;1.00575;1.0057;1.00559;70562.5;70156.5;7889.5;4036.5;14379.5
39800;1.00578;1.0058;1.00588;1.00577;1.00571;70563.5;70157.5;7889.5;4036.5;14380.5
39900;1.00575;1.00574;1.00575;1.00583;1.00572;70560.5;70157;7890.5;4036.5;14376
40000;1.00592;1.00595;1.00594;1.00595;1.00603;70574.5;70158.5;7890.5;4036.5;14377.5
40100;1.00582;1.00589;1.00591;1.0059;1.00592;70572;70163.5;7890;4037.5;14378.5
40200;1.00572;1.00578;1.00585;1.00587;1.00587;70569.5;70167.5;7890;4038.5;14376.5
40300;1.00582;1.00567;1.00572;1.0058;1.00582;70565.5;70157;7888.5;4038.5;14372
40400;1.0057;1.00566;1.00551;1.00557;1.00564;70554.5;70154.5;7888.5;4038.5;14369.5
40500;1.00568;1.00558;1.00555;1.0054;1.00545;70546.5;70147.5;7887.5;4038.5;14366.5
40600;1.00568;1.00561;1.00551;1.00548;1.00533;70541.5;70142.5;7886.5;4038.5;14365.5
40700;1.00566;1.00575;1.00568;1.00558;1.00554;70546;70148.5;7887.5;4039;14364.5
40800;1.00565;1.00575;1.00584;1.00577;1.00567;70552.5;70155.5;7888.5;4038.5;14370.5
40900;1.00548;1.00553;1.00563;1.00571;1.00564;70543.5;70158.5;7890.5;4038.5;14365.5
41000;1.00544;1.00537;1.00541;1.00551;1.0056;70535.5;70153.5;7889;4039;14363.5
41100;1.00535;1.00543;1.00535;1.0054;1.0055;70534.5;70158.5;7890.5;4038.5;14365.5
41200;1.00525;1.00544;1.00551;1.00544;1.00548;70540.5;70172;7892.5;4039;14368
41300;1.00528;1.00532;1.00551;1.00558;1.00551;70545.5;70174.5;7891.5;4039.5;14371.5
41400;1.00541;1.00531;1.00535;1.00554;1.00561;70547.5;70167.5;7890.5;4039.5;14368.5
41500;1.00549;1.00552;1.00542;1.00546;1.00565;70555.5;70170;7890.5;4039.5;14371
41600;1.00547;1.00535;1.00538;1.00528;1.00532;70545.5;70161.5;7891;4039;14363.5
41700;1.0055;1.0055;1.00537;1.00541;1.00531;70547.5;70161.5;7890.5;4039.5;14362.5
41800;1.00555;1.0055;1.0055;1.00537;1.00541;70547.5;70158;7890.5;4038.5;14365
41900;1.00555;1.00566;1.00561;1.00561;1.00549;70555.5;70166;7892;4038.5;14367
42000;1.00551;1.00539;1.0055;1.00545;1.00545;70544.5;70157.5;7891.5;4038;14363.5
42100;1.00542;1.00538;1.00526;1.00538;1.00533;70535.5;70155;7891.5;4038;14361
42200;1.0055;1.00542;1.00538;1.00526;1.00538;70535.5;70149.5;7891.5;4038;14355.5
42300;1.0054;1.00541;1.00533;1.0053;1.00518;70529.5;70150.5;7891.5;4038.5;14353.5
42400;1.00544;1.00544;1.00545;1.00538;1.00534;70532.5;70150.5;7892.5;4038.5;14349.5
42500;1.00533;1.00527;1.00527;1.00528;1.0052;70520.5;70146.5;7892;4038;14350.5
42600;1.00541;1.00537;1.00531;1.00531;1.00533;70523.5;70143.5;7892.5;4037.5;14348.5
42700;1.00526;1.00533;1.00528;1.00523;1.00523;70517.5;70148;7892.5;4038;14350
42800;1.0053;1.00525;1.00531;1.00527;1.00521;70516.5;70144.5;7892.5;4037.5;14349.5
42900;1.00536;1.00534;1.00529;1.00536;1.00531;70519.5;70143.5;7892.5;4037.5;14348.5
43000;1.00536;1.00548;1.00546;1.00541;1.00548;70528;70151.5;7892.5;4038;14353.5
43100;1.00549;1.00546;1.00558;1.00556;1.00551;70535;70149.5;7890.5;4038.5;14356.5
43200;1.00543;1.00534;1.00531;1.00543;1.00541;70524.5;70143;7890.5;4038;14353
43300;1.00548;1.00549;1.0054;1.00537;1.00548;70528.5;70143.5;7890.5;4037.5;14356.5
43400;1.00541;1.00541;1.00542;1.00533;1.0053;70523.5;70143.5;7890;4037.5;14358.5
43500;1.00535;1.00551;1.00551;1.00552;1.00543;70530.5;70155;7892;4037.5;14362
43600;1.00537;1.00539;1.00556;1.00556;1.00556;70533.5;70156.5;7892;4037.5;14363.5
43700;1.00533;1.00515;1.00517;1.00533;1.00533;70518;70143.5;7890;4037.5;14358.5
43800;1.00539;1.00543;1.00525;1.00527;1.00543;70525;70146.5;7891;4037.5;14357.5
43900;1.00539;1.00533;1.00537;1.00518;1.0052;70520.5;70142;7890;4038.5;14351
44000;1.00548;1.00541;1.00534;1.00538;1.0052;70521.5;70136.5;7889.5;4038.5;14347.5
44100;1.00558;1.00556;1.00548;1.00541;1.00546;70526.5;70134.5;7889.5;4038.5;14345.5
44200;1.00556;1.0056;1.00557;1.00549;1.00543;70527.5;70137.5;7889.5;4038.5;14348.5
44300;1.00568;1.0057;1.00574;1.00571;1.00563;70537.5;70139;7889;4039;14349
44400;1.00574;1.0058;1.00583;1.00587;1.00584;70546.5;70143.5;7890;4039;14349.5
44500;1.00565;1.00566;1.00573;1.00575;1.00579;70541;70144.5;7889;4039.5;14351.5
44600;1.00541;1.00534;1.00536;1.00542;1.00544;70519.5;70140;7888.5;4039.5;14349
44700;1.00516;1.00522;1.00516;1.00517;1.00523;70506.5;70144;7889.5;4039;14352
44800;1.00513;1.00503;1.00509;1.00503;1.00504;70497.5;70137.5;7888.5;4038.5;14352.5
44900;1.00501;1.00506;1.00497;1.00503;1.00496;70493;70141;7890;4038.5;14350
45000;1.00493;1.00482;1.00487;1.00478;1.00484;70479.5;70133.5;7890;4037.5;14348.5
45100;1.00494;1.00484;1.00474;1.00479;1.00469;70473.5;70126.5;7888.5;4037.5;14347.5
45200;1.00497;1.00507;1.00497;1.00486;1.00491;70482.5;70133.5;7890.5;4037;14349.5
45300;1.00502;1.00516;1.00526;1.00516;1.00505;70495.5;70143;7892;4037;14353
45400;1.00507;1.00499;1.00513;1.00523;1.00513;70493.5;70137.5;7891.5;4036.5;14352.5
45500;1.00506;1.00514;1.00506;1.0052;1.0053;70498.5;70143.5;7892.5;4037;14351.5
45600;1.00497;1.00506;1.00514;1.00506;1.0052;70498.5;70149.5;7893.5;4036.5;14356.5
45700;1.00493;1.00506;1.00514;1.00523;1.00515;70504.5;70158.5;7893;4037;14364.5
45800;1.00494;1.00494;1.00507;1.00516;1.00524;70505.5;70158.5;7892.5;4036.5;14369.5
45900;1.00505;1.00506;1.00506;1.00519;1.00528;70514;70159;7892.5;4036.5;14370
46000;1.00493;1.00498;1.00498;1.00498;1.00511;70508.5;70162;7892;4037.5;14369
46100;1.00498;1.00502;1.00506;1.00507;1.00507;70514.5;70164.5;7893;4037;14370.5
46200;1.00484;1.00491;1.00495;1.00499;1.005;70509.5;70169.5;7894;4037;14371.5
46300;1.00493;1.0049;1.00497;1.005;1.00505;70513.5;70167.5;7894;4037;14369.5
46400;1.00512;1.00511;1.00508;1.00515;1.00519;70526.5;70167;7893;4037;14373
46500;1.00517;1.00523;1.00523;1.0052;1.00527;70534.5;70171.5;7892.5;4037;14379.5
46600;1.00513;1.00511;1.00518;1.00517;1.00514;70530.5;70170.5;7893.5;4036.5;14377.5
46700;1.00502;1.00498;1.00496;1.00503;1.00502;70520;70167.5;7894;4036;14375.5
46800;1.00486;1.00481;1.00477;1.00475;1.00482;70505.5;70164;7893.5;4036;14374
46900;1.00491;1.00482;1.00477;1.00473;1.00471;70502.5;70157.5;7893.5;4035.5;14370.5
47000;1.00494;1.00486;1.00476;1.00471;1.00467;70498.5;70151.5;7891.5;4035.5;14372.5
47100;1.00503;1.00497;1.00488;1.00479;1.00474;70500.5;70147.5;7891.5;4035.5;14368.5
47200;1.00498;1.0051;1.00504;1.00496;1.00486;70505.5;70155.5;7891.5;4036.5;14370.5
47300;1.00481;1.00484;1.00496;1.0049;1.00481;70495.5;70157.5;7891;4037;14371.5
47400;1.0047;1.00467;1.0047;1.00481;1.00476;70485.5;70155.5;7890;4037;14373.5
47500;1.00478;1.00474;1.00471;1.00474;1.00486;70488.5;70152.5;7889.5;4037.5;14369.5
47600;1.00473;1.00488;1.00484;1.00481;1.00484;70495.5;70163;7892;4037.5;14370
47700;1.00483;1.00492;1.00507;1.00503;1.005;70508.5;70169.5;7893.5;4037.5;14370.5
47800;1.00466;1.00471;1.00481;1.00496;1.00491;70500.5;70173;7894.5;4037;14373
47900;1.00462;1.00472;1.00477;1.00486;1.00501;70504.5;70180;7894.5;4038;14374
48000;1.00465;1.00473;1.00483;1.00488;1.00498;70512.5;70185.5;7895.5;4038.5;14372.5
48100;1.00478;1.0048;1.00488;1.00498;1.00503;70522.5;70186.5;7896.5;4037.5;14375.5
48200;1.0048;1.00491;1.00492;1.005;1.0051;70531.5;70194;7897.5;4037.5;14379
48300;1.00484;1.00483;1.00494;1.00495;1.00503;70533.5;70193.5;7896.5;4037.5;14382.5
48400;1.00477;1.00485;1.00485;1.00495;1.00497;70534.5;70199.5;7898.5;4037.5;14380.5
48500;1.00467;1.00464;1.00472;1.00472;1.00482;70525.5;70197;7897.5;4037.5;14382
48600;1.00471;1.00479;1.00475;1.00484;1.00483;70533.5;70202.5;7899.5;4037.5;14379.5
48700;1.00465;1.0046;1.00467;1.00464;1.00472;70525.5;70199;7899.5;4037;14379
48800;1.00455;1.00445;1.0044;1.00448;1.00444;70511.5;70192;7898;4036.5;14381
48900;1.00461;1.00459;1.00449;1.00444;1.00452;70514.5;70190.5;7898.5;4036.5;14377.5
49000;1.00467;1.00471;1.00469;1.00459;1.00454;70521.5;70193.5;7897.5;4036.5;14384.5
49100;1.00474;1.00477;1.00481;1.00479;1.00469;70528.5;70195.5;7896.5;4037;14387.5
49200;1.00467;1.00462;1.00465;1.0047;1.00468;70520.5;70192.5;7897;4036.5;14385.5
49300;1.00463;1.0046;1.00455;1.00458;1.00463;70515.5;70190.5;7897.5;4036;14384.5
49400;1.00476;1.00487;1.00484;1.0048;1.00482;70532.5;70198;7898;4037;14384
49500;1.00484;1.00479;1.0049;1.00487;1.00482;70534.5;70194.5;7898;4036.5;14383.5
49600;1.0048;1.00475;1.0047;1.00481;1.00478;70528.5;70191.5;7898;4036.5;14380.5
49700;1.00482;1.00482;1.00478;1.00473;1.00484;70530.5;70192;7897.5;4037;14380
49800;1.00485;1.0048;1.00481;1.00477;1.00472;70529.5;70188.5;7897;4037.5;14375.5
49900;1.00492;1.00498;1.00493;1.00494;1.0049;70538.5;70193;7898.5;4037.5;14374
50000;1.0051;1.0052;1.00527;1.00522;1.00522;70558.5;70200;7899;4037.5;14379
50100;1.00515;1.00523;1.00533;1.00539;1.00534;70567.5;70205.5;7900.5;4037.5;14378.5
50200;1.00499;1.00502;1.0051;1.0052;1.00527;70558.5;70207.5;7900.5;4038;14377.5
50300;1.00497;1.00507;1.00509;1.00517;1.00527;70563.5;70214.5;7900.5;4038.5;14381.5
50400;1.00499;1.00489;1.00499;1.00502;1.0051;70558.5;70207.5;7900;4037.5;14382.5
50500;1.0049;1.00493;1.00483;1.00493;1.00496;70554;70209.5;7900;4037.5;14384.5
50600;1.00489;1.00484;1.00487;1.00477;1.00487;70549.5;70205.5;7899.5;4037.5;14382.5
50700;1.00477;1.00472;1.00467;1.0047;1.0046;70537.5;70202.5;7898;4037.5;14385.5
50800;1.00474;1.00484;1.0048;1.00474;1.00477;70542.5;70209.5;7898.5;4038.5;14384.5
50900;1.00488;1.00492;1.00502;1.00497;1.00492;70555;70212;7898.5;4038.5;14387
51000;1.00498;1.00509;1.00512;1.00522;1.00518;70569.5;70219.5;7898.5;4039.5;14388.5
51100;1.00502;1.00514;1.00524;1.00528;1.00538;70580.5;70227.5;7898.5;4040;14393.5
51200;1.00503;1.00501;1.00512;1.00523;1.00526;70579.5;70226;7897.5;4040;14396
51300;1.00496;1.00496;1.00494;1.00506;1.00517;70575;70226;7897.5;4040;14396
51400;1.00505;1.00501;1.00501;1.00499;1.0051;70578;70223;7897.5;4040;14393
51500;1.00519;1.00514;1.0051;1.0051;1.00508;70584.5;70219.5;7897.5;4039.5;14392.5
51600;1.00518;1.00509;1.00504;1.005;1.005;70577.5;70213.5;7896.5;4039.5;14390.5
51700;1.00512;1.00522;1.00514;1.00509;1.00504;70580.5;70220.5;7896.5;4040;14394.5
51800;1.00518;1.00519;1.00529;1.00521;1.00516;70585.5;70221.5;7897;4040;14393.5
51900;1.00518;1.00501;1.00503;1.00513;1.00504;70574;70210;7896.5;4039.5;14387
52000;1.00527;1.00534;1.00518;1.00519;1.00529;70585.5;70215;7897.5;4039.5;14388
52100;1.00552;1.00551;1.00559;1.00542;1.00544;70602.5;70214.5;7896;4040;14390.5
52200;1.00565;1.00551;1.0055;1.00557;1.00541;70601.5;70204.5;7893.5;4040.5;14387.5
52300;1.00568;1.00581;1.00566;1.00566;1.00573;70612.5;70213.5;7894.5;4041;14389.5
52400;1.00566;1.00556;1.00569;1.00555;1.00554;70604.5;70207;7894.5;4040.5;14386
52500;1.00556;1.00561;1.00552;1.00565;1.00551;70601.5;70210.5;7894.5;4041;14386.5
52600;1.00552;1.00552;1.00557;1.00548;1.00561;70598.5;70210.5;7894.5;4041;14386.5
52700;1.00549;1.00544;1.00544;1.00549;1.00539;70592.5;70207;7893.5;4041;14387
52800;1.0055;1.00544;1.00539;1.00539;1.00544;70589;70202.5;7892;4041;14388.5
52900;1.00549;1.00542;1.00536;1.00531;1.00531;70583.5;70197.5;7892;4040.5;14386.5
53000;1.00539;1.00547;1.00539;1.00533;1.00528;70581.5;70202.5;7892;4041;14388.5
53100;1.0053;1.00522;1.00529;1.00522;1.00516;70569.5;70197;7891;4041;14387
53200;1.00532;1.00529;1.00521;1.00528;1.00521;70568.5;70194.5;7891;4040.5;14387.5
53300;1.00514;1.00522;1.00519;1.00511;1.00518;70561.5;70200.5;7891.5;4040.5;14391.5
53400;1.00519;1.00525;1.00534;1.0053;1.00522;70569.5;70204.5;7892.5;4041;14388.5
53500;1.0051;1.00518;1.00524;1.00532;1.00529;70568.5;70210;7893;4041.5;14389
53600;1.00512;1.00519;1.00527;1.00532;1.00541;70574.5;70214.5;7893;4041.5;14393.5
53700;1.00511;1.00509;1.00516;1.00524;1.00529;70572.5;70213.5;7892;4041.5;14396.5
53800;1.00511;1.00499;1.00498;1.00504;1.00512;70564.5;70205.5;7890.5;4041.5;14394.5
53900;1.00503;1.00491;1.00479;1.00478;1.00484;70550.5;70197;7889.5;4041;14393
54000;1.00495;1.00499;1.00487;1.00475;1.00474;70547.5;70199.5;7889;4041.5;14394.5
54100;1.00498;1.0049;1.00493;1.00481;1.00469;70543.5;70193.5;7888;4041.5;14392.5
54200;1.00502;1.00505;1.00497;1.005;1.00488;70548.5;70195.5;7888.5;4041.5;14392.5
54300;1.00492;1.00477;1.0048;1.00471;1.00475;70530.5;70185;7887.5;4041;14389
54400;1.0051;1.00502;1.00487;1.0049;1.00481;70537.5;70179.5;7886.5;4040.5;14390.5
54500;1.00515;1.00503;1.00495;1.0048;1.00483;70533;70171.5;7885.5;4040.5;14386.5
54600;1.0053;1.00538;1.00527;1.00519;1.00504;70549.5;70177.5;7887;4040.5;14386.5
54700;1.0052;1.00515;1.00524;1.00512;1.00505;70539.5;70174.5;7886.5;4040;14388.5
54800;1.00535;1.0054;1.00535;1.00544;1.00532;70553.5;70177.5;7888.5;4039.5;14386.5
54900;1.00534;1.00538;1.00542;1.00538;1.00547;70555.5;70180.5;7889.5;4040;14382.5
55000;1.00533;1.00521;1.00525;1.0053;1.00525;70546.5;70172;7889;4039.5;14379
55100;1.0053;1.00535;1.00522;1.00527;1.00531;70547.5;70175;7891;4039.5;14374
55200;1.00525;1.00536;1.0054;1.00528;1.00532;70551.5;70182.5;7891;4040;14378.5
55300;1.00515;1.00505;1.00516;1.0052;1.00508;70537.5;70175.5;7890.5;4040;14373.5
55400;1.00509;1.00501;1.00491;1.00502;1.00506;70527.5;70170;7888.5;4041;14370
